model_price,real_prices
0.26189978650212287,0.2619
0.25390053067505364,0.2539
0.2641002619534731,0.2641
0.25500000714957716,0.255
0.25110093620419505,0.2511
0.25430028807222843,0.2543
0.23109759714752437,0.2311
0.22410024837851525,0.2241
0.22819997363686562,0.2282
0.23930056665539742,0.2393
0.23689962361305952,0.2369
0.23500021581053734,0.235
0.19889951735585928,0.1989
0.19779948071539402,0.1978
0.2046005415931344,0.2046
0.20170016034245491,0.2017
0.21310016923844816,0.2131
0.20689996533095836,0.2069
0.2390011938676238,0.239
0.24809996925890446,0.2481
0.2580000261217356,0.258
0.24989999787807465,0.2499
0.26020012812912463,0.2602
0.2599004249870777,0.2599
0.27360056141912936,0.2736
0.2618994130581617,0.2619
0.2402000351622701,0.2402
0.2382999953776598,0.2383
0.19690054364800455,0.1969
0.18600115074515344,0.186
0.19270062050223352,0.1927
0.1975986971333623,0.1976
0.2115008523851633,0.2115
0.24559999175071717,0.2456
0.24559990557134154,0.2456
0.24560027901530268,0.2456
0.23220069315582514,0.2322
0.2232003202483058,0.2232
0.22999962881207467,0.23
0.22430041434168818,0.2243
0.22170170399546624,0.2217
0.22129989265650513,0.2213
0.20399995752424002,0.204
0.19500010169297458,0.195
0.1989003073334694,0.1989
0.2084997561708093,0.2085
0.20629978343248367,0.2063
0.20429925849586728,0.2043
0.17189964823424816,0.1719
0.16959957815110685,0.1696
0.1760002496495843,0.176
0.17390035989284516,0.1739
0.18669976385384798,0.1867
0.17929987122118474,0.1793
0.20939971302747729,0.2094
0.21599971742182972,0.216
0.22549962908029558,0.2255
0.21839991357624533,0.2184
0.22670073976516725,0.2267
0.22550030415207148,0.2255
0.2389999011769891,0.239
0.23000008843541148,0.23
0.20920002105087043,0.2092
0.20700010576546193,0.207
0.17309996894150972,0.1731
0.16360034454762937,0.1636
0.16859995484650137,0.1686
0.17419986194968223,0.1742
0.18760009415447712,0.1876
0.21839945395290852,0.2184
0.21840017211437227,0.2184
0.21839979867041112,0.2184
0.2064999493956566,0.2065
0.19639997074455023,0.1964
0.20310038847476244,0.2031
0.19629991648942233,0.1963
0.19439987670481207,0.1944
0.1947994617432356,0.1948
0.1781999351233244,0.1782
0.17089985257089138,0.1709
0.17220022753328085,0.1722
0.17960037870407106,0.1796
0.1775999399468303,0.1776
0.17660007246732712,0.1766
0.14769993374943735,0.1477
0.14469977114498617,0.1447
0.15039974686652421,0.1504
0.14850009488910437,0.1485
0.1600000000447035,0.16
0.15550064665824176,0.1555
0.17959993344396352,0.1796
0.18499987566918136,0.185
0.19280050239861013,0.1928
0.18840008293539287,0.1884
0.19410050391703845,0.1941
0.1985004206672311,0.1985
0.2063999956831336,0.2064
0.20050002635717393,0.2005
0.18009987436532976,0.1801
0.1792001185938716,0.1792
0.15119980746358633,0.1512
0.14319970420598985,0.1432
0.14629997851848603,0.1463
0.15160011066347362,0.1516
0.1646994906678796,0.1647
0.19420062998831272,0.1942
0.1941998543739319,0.1942
0.19419994055330755,0.1942
0.1791999462351203,0.1792
0.1729996417850256,0.173
0.17649931441396477,0.1765
0.1719985965207219,0.172
0.16919967712163925,0.1692
0.16899946806877852,0.169
0.15609990931004286,0.1561
0.1472996018230915,0.1473
0.14820004702955486,0.1482
0.15390003711432218,0.1539
0.1529996780872345,0.153
0.15229993028342725,0.1523
