model_price,real_prices
0.2564065407395363,0.2619
0.24790698491036894,0.2539
0.26096023022234444,0.2641
0.23932340418994427,0.255
0.23673925815820696,0.2511
0.24473589987754824,0.2543
0.22329484466016294,0.2311
0.2205372195452452,0.2241
0.22049410113096238,0.2282
0.22831622961461545,0.2393
0.22544639895260335,0.2369
0.22388755767941476,0.235
0.1948441601127386,0.1989
0.1935421621054411,0.1978
0.19569541125893594,0.2046
0.19644359187185764,0.2017
0.2164842035084963,0.2131
0.20130683767199517,0.2069
0.23032581774890423,0.239
0.23683037848472596,0.2481
0.24770762328803542,0.258
0.2410330306440592,0.2499
0.24581219410002234,0.2602
0.24667981932759286,0.2599
0.2639457710593939,0.2736
0.24851357280910016,0.2619
0.232101515057683,0.2402
0.22574486685693265,0.2383
0.19467165772914888,0.1969
0.18644959948956968,0.186
0.18440146044790745,0.1927
0.1919134293586016,0.1976
0.19994052112400532,0.2115
0.2422184279561043,0.2456
0.23666316176950933,0.2456
0.24396672022342683,0.2456
0.22769654245078566,0.2322
0.21893732816278935,0.2232
0.2121350464105606,0.23
0.212142802554369,0.2243
0.20685294011831284,0.2217
0.2092456530302763,0.2213
0.19417342603206636,0.204
0.1863210198611021,0.195
0.19095201224386693,0.1989
0.19839024033546448,0.2085
0.1952840483725071,0.2063
0.20283827390372755,0.2043
0.16831214445829393,0.1719
0.1710443897470832,0.1696
0.1721849594205618,0.176
0.16654487836509943,0.1739
0.18441682910323143,0.1867
0.17970675278007986,0.1793
0.19637622832655907,0.2094
0.20413975483477118,0.216
0.21635097019374372,0.2255
0.20541782370209694,0.2184
0.21595804969370366,0.2267
0.2102700098156929,0.2255
0.22479313055872918,0.239
0.2199906699448824,0.23
0.19588242050409319,0.2092
0.1946296596467495,0.207
0.18512665989398958,0.1731
0.16080571975409985,0.1636
0.1644106892168522,0.1686
0.1684332552075386,0.1742
0.18235515989959242,0.1876
0.2168623586088419,0.2184
0.21495268109738827,0.2184
0.21313699655830862,0.2184
0.20375631406605244,0.2065
0.19405142476260662,0.1964
0.1975944887071848,0.2031
0.1860747766584158,0.1963
0.1849449075907469,0.1944
0.18486438732743263,0.1948
0.17289108449816704,0.1782
0.1653416275590658,0.1709
0.16457744630873203,0.1722
0.16525521837174892,0.1796
0.16793261048793792,0.1776
0.18102052863538265,0.1766
0.14390620272755622,0.1477
0.14631511736214162,0.1447
0.14171879781484603,0.1504
0.15507744847089053,0.1485
0.15404823691397906,0.16
0.15316201130449772,0.1555
0.16985160973519087,0.1796
0.1785582976937294,0.185
0.1832137650191784,0.1928
0.17803340784311295,0.1884
0.18147365979254246,0.1941
0.18723937601447108,0.1985
0.19383985439538956,0.2064
0.1925894778341055,0.2005
0.17023377217650415,0.1801
0.16722616941928864,0.1792
0.1483355640977621,0.1512
0.13921405171453954,0.1432
0.1523291881814599,0.1463
0.15307485522925854,0.1516
0.1589771226719022,0.1647
0.1869272917687893,0.1942
0.1962407256215811,0.1942
0.19777454614937306,0.1942
0.17317383902966976,0.1792
0.17726799135506155,0.173
0.16885747318416836,0.1765
0.16678043532520534,0.172
0.16261112022101878,0.1692
0.15691608545035124,0.169
0.14927770575881005,0.1561
0.14275516225993634,0.1473
0.13857511782348156,0.1482
0.14570614516735078,0.1539
0.14495802200734617,0.153
0.14471157771945,0.1523
