real_price,predicted_price,mape_error,mse_error
0.1075,0.10752222,4.270404120982951e-08,4.937026020002863e-10
0.0999,0.09990147,2.1579879484634833e-10,2.153737407289854e-12
0.1085,0.108494714,2.373849518713574e-09,2.7942827060192908e-11
0.0893,0.08930681,5.81297640766513e-09,4.6362591598463724e-11
0.0743,0.07424728,5.042178056117461e-07,2.7795804867259703e-09
0.0422,0.042216778,1.5794283864718274e-07,2.814946236321233e-10
0.0456,0.045676045,2.7718243765614518e-06,5.78286023968065e-09
0.0383,0.039638698,0.001140582044955081,1.7921126057380097e-06
0.0291,0.029241504,2.3417413384086652e-05,2.0023423801816356e-08
0.0383,0.038352404,1.866982352883447e-06,2.746157181072096e-09
0.0338,0.033807125,4.441669657063746e-08,5.076480621434307e-11
0.0456,0.045602802,3.7758195560991655e-09,7.852253128275094e-12
0.0502,0.050199635,5.277234865004912e-11,1.329864973354282e-13
0.0445,0.046723597,0.0022648504354901,4.944382514125933e-06
0.0437,0.044161197,0.00010906637976975681,2.1270248656492961e-07
0.0262,0.026297806,1.383217466767149e-05,9.565980545577958e-09
0.0262,0.026204925,3.5322546073560456e-08,2.4255925129377845e-11
0.0286,0.028702809,1.2829496992400747e-05,1.0569596727568246e-08
0.0375,0.037751667,4.4440707884672823e-05,6.333638032041192e-08
0.0295,0.029500231,6.139386570450682e-11,5.342884890141254e-14
0.0317,0.03170834,6.919883241182739e-08,6.957381360484277e-11
0.0316,0.033545047,0.0033620441289531427,3.7832080063063672e-06
0.0122,0.012363769,0.00017545357692502338,2.6820322706072263e-08
0.0064,0.006517341,0.0003241588745289852,1.376888558976661e-08
0.0024,0.0024681832,0.0007631319151790301,4.6489448081684985e-09
0.0012,0.0012854931,0.004423061922122469,7.309077164920566e-09
0.0003,0.0002791728,0.005565652019301195,4.3377270531523796e-10
0.0002,2.8710367e-05,35.594646238178704,2.9340138483639307e-08
0.0892,0.08918928,1.443698651475686e-08,1.1484230519744581e-10
0.0741,0.07409853,3.949406756575679e-10,2.168458022422248e-12
0.079,0.078999214,9.902353030932203e-11,6.179935532214527e-13
0.086,0.08575147,8.400147736999964e-06,6.176892394691449e-08
0.0668,0.066788405,3.013879449445812e-08,1.3443985135605165e-10
