0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.9723049984691362,0.5257006795009541,8.711736506176178,8.92359248208371,0.16780486287341745,1.4088654159649154,-0.1704156441543345,-0.18212449768059227,1.8217272751681612,1.1013056539295774,0.9858073248260053,0.9628213461245468,0.40122319850673366,0.27285862544069106,0.8737716846261655,0.9578412960872498,0.055078294207442396,0.06160004378551181,0.046092300678747415,0.022566596221552222,0.08106157978743671,0.051373081870499535,0.09288388963472653,0.08707324159156085,1.9149118954419417
